order_id,user_id,restaurant_id,city,city_tier,order_time,order_value,discount_applied,status,is_crisis_period
ORD00044,U0313,R053,Mumbai,Tier-1,2024-02-08 18:13:00,168.99,44.19,delivered,False
ORD00045,U0207,R014,Mumbai,Tier-1,2024-01-10 18:05:00,129.69,0.0,delivered,False
ORD00046,U0142,R091,Delhi,Tier-1,2024-01-20 10:18:00,214.34,39.55,delivered,False
ORD00047,U0424,R088,Coimbatore,Tier-2,2024-01-04 07:37:00,164.7,0.0,delivered,False
ORD00048,U0275,R094,Coimbatore,Tier-2,2024-01-19 20:44:00,280.83,0.0,delivered,False
ORD00049,U0124,R005,Mumbai,Tier-1,2024-03-13 21:13:00,93.21,0.0,delivered,False
ORD00050,U0489,R100,Vadodara,Tier-2,2024-02-02 19:40:00,254.1,0.0,cancelled,False
ORD00051,U0002,R015,Vadodara,Tier-2,2024-01-06 21:54:00,159.62,0.0,delivered,False
ORD00052,U0064,R020,Bangalore,Tier-1,2024-02-11 17:20:00,286.51,0.0,cancelled,False
ORD00053,U0172,R001,Mumbai,Tier-1,2024-02-28 19:08:00,310.7,0.0,delivered,False
ORD00054,U0008,R087,Surat,Tier-2,2024-02-16 19:39:00,251.01,0.0,delivered,False
ORD00055,U0147,R027,Indore,Tier-2,2024-03-06 10:21:00,347.17,0.0,delivered,False
ORD00056,U0311,R058,Coimbatore,Tier-2,2024-01-21 10:03:00,440.24,0.0,delivered,False
ORD00057,U0492,R099,Indore,Tier-2,2024-01-26 12:26:00,561.66,84.74,delivered,False
ORD00058,U0061,R077,Bangalore,Tier-1,2024-03-20 18:26:00,210.22,61.87,delivered,False
ORD00059,U0241,R052,Vadodara,Tier-2,2024-02-21 15:47:00,207.91,21.11,delivered,False
ORD00060,U0136,R089,Bangalore,Tier-1,2024-02-18 20:32:00,103.97,0.0,delivered,False
ORD00061,U0192,R060,Surat,Tier-2,2024-01-30 14:53:00,141.09,0.0,delivered,False
ORD00062,U0277,R064,Bhopal,Tier-2,2024-02-10 21:54:00,183.56,0.0,delivered,False
ORD00063,U0494,R062,Delhi,Tier-1,2024-03-13 14:45:00,390.04,0.0,delivered,False
ORD00064,U0109,R062,Delhi,Tier-1,2024-03-20 19:32:00,145.59,0.0,delivered,False
ORD00065,U0008,R003,Surat,Tier-2,2024-03-07 18:22:00,169.08,0.0,delivered,False
ORD00066,U0127,R035,Bhopal,Tier-2,2024-02-25 13:18:00,259.59,0.0,delivered,False
ORD00067,U0225,R026,Delhi,Tier-1,2024-01-16 09:14:00,446.72,0.0,delivered,False
ORD00068,U0331,R020,Bangalore,Tier-1,2024-01-15 03:17:00,124.05,16.23,delivered,False
ORD00069,U0084,R042,Mumbai,Tier-1,2024-01-22 10:01:00,257.61,0.0,delivered,False
ORD00070,U0321,R084,Coimbatore,Tier-2,2024-02-06 17:25:00,302.75,0.0,delivered,False
ORD00071,U0279,R068,Bhopal,Tier-2,2024-03-08 18:27:00,175.35,36.56,delivered,False
ORD00072,U0122,R087,Surat,Tier-2,2024-03-02 14:33:00,326.24,0.0,delivered,False
ORD00073,U0063,R060,Surat,Tier-2,2024-03-09 13:47:00,177.22,0.0,cancelled,False
ORD00074,U0167,R085,Bangalore,Tier-1,2024-02-27 11:36:00,193.7,48.89,delivered,False
ORD00075,U0148,R082,Coimbatore,Tier-2,2024-03-13 06:59:00,243.81,65.69,delivered,False
ORD00076,U0418,R092,Bangalore,Tier-1,2024-02-13 11:11:00,363.89,48.57,delivered,False
ORD00077,U0325,R036,Vadodara,Tier-2,2024-03-02 07:58:00,90.44,0.0,delivered,False
ORD00078,U0399,R066,Bhopal,Tier-2,2024-03-02 10:57:00,104.28,0.0,delivered,False
ORD00079,U0035,R100,Vadodara,Tier-2,2024-01-05 14:17:00,190.89,0.0,delivered,False
ORD00080,U0278,R025,Indore,Tier-2,2024-01-24 23:40:00,245.05,0.0,delivered,False
ORD00081,U0042,R070,Coimbatore,Tier-2,2024-02-29 19:57:00,113.56,0.0,cancelled,False
ORD00082,U0324,R046,Delhi,Tier-1,2024-03-31 17:23:00,135.74,35.75,delivered,False
ORD00083,U0435,R011,Mumbai,Tier-1,2024-03-15 19:17:00,484.11,86.67,delivered,False
ORD00084,U0145,R072,Delhi,Tier-1,2024-02-25 21:26:00,332.72,0.0,delivered,False
ORD00085,U0149,R090,Mumbai,Tier-1,2024-03-21 16:04:00,264.99,0.0,delivered,False
ORD00086,U0371,R010,Mumbai,Tier-1,2024-03-13 15:43:00,169.64,0.0,delivered,False
ORD00087,U0102,R099,Indore,Tier-2,2024-01-17 11:23:00,279.76,0.0,delivered,False
ORD00088,U0179,R054,Vadodara,Tier-2,2024-02-08 23:17:00,217.97,0.0,delivered,False
ORD00089,U0260,R005,Mumbai,Tier-1,2024-03-25 22:47:00,107.44,17.45,delivered,False
ORD00090,U0443,R092,Bangalore,Tier-1,2024-01-23 15:45:00,309.02,0.0,delivered,False
ORD00091,U0480,R095,Coimbatore,Tier-2,2024-03-10 19:42:00,548.88,0.0,delivered,False
ORD00092,U0194,R025,Indore,Tier-2,2024-02-20 12:55:00,246.42,0.0,delivered,False
ORD00093,U0019,R041,Coimbatore,Tier-2,2024-03-24 23:39:00,252.59,63.32,delivered,True
ORD00094,U0188,R009,Coimbatore,Tier-2,2024-01-19 20:35:00,276.45,49.71,delivered,False
ORD00095,U0430,R053,Mumbai,Tier-1,2024-01-14 14:29:00,247.56,0.0,cancelled,False
ORD00096,U0173,R070,Coimbatore,Tier-2,2024-02-27 01:18:00,86.91,10.03,delivered,False
ORD00097,U0162,R044,Indore,Tier-2,2024-03-16 15:01:00,97.18,15.18,cancelled,False
ORD00098,U0215,R066,Bhopal,Tier-2,2024-01-14 10:54:00,142.13,0.0,delivered,False
ORD00099,U0295,R090,Mumbai,Tier-1,2024-01-27 16:29:00,95.22,0.0,delivered,False
ORD00100,U0183,R028,Vadodara,Tier-2,2024-03-09 21:09:00,344.26,0.0,delivered,False
ORD00101,U0148,R039,Coimbatore,Tier-2,2024-02-29 16:49:00,248.23,0.0,delivered,False
ORD00102,U0205,R021,Indore,Tier-2,2024-02-02 20:17:00,251.5,69.51,delivered,False
ORD00103,U0127,R068,Bhopal,Tier-2,2024-01-17 12:48:00,200.36,31.1,delivered,False
ORD00104,U0209,R042,Mumbai,Tier-1,2024-01-05 17:07:00,199.5,49.51,cancelled,False
ORD00105,U0121,R066,Bhopal,Tier-2,2024-01-27 10:08:00,318.09,0.0,delivered,False
ORD00106,U0083,R006,Bangalore,Tier-1,2024-02-12 13:55:00,148.61,35.28,delivered,False
ORD00107,U0316,R049,Indore,Tier-2,2024-01-03 19:09:00,256.61,39.95,delivered,False
ORD00108,U0273,R017,Surat,Tier-2,2024-01-24 19:29:00,170.37,0.0,delivered,False
ORD00109,U0140,R100,Vadodara,Tier-2,2024-02-24 08:36:00,311.81,0.0,delivered,False
ORD00110,U0146,R011,Mumbai,Tier-1,2024-01-14 20:40:00,174.35,0.0,cancelled,False
ORD00111,U0397,R007,Surat,Tier-2,2024-03-01 19:08:00,319.77,75.33,delivered,False
ORD00112,U0393,R076,Bangalore,Tier-1,2024-01-04 22:35:00,193.62,0.0,delivered,False
ORD00113,U0428,R087,Surat,Tier-2,2024-03-11 19:53:00,172.8,0.0,delivered,False
ORD00114,U0049,R096,Coimbatore,Tier-2,2024-02-07 15:43:00,262.81,0.0,delivered,False
ORD00115,U0165,R090,Mumbai,Tier-1,2024-03-08 20:16:00,181.61,0.0,delivered,False
ORD00116,U0268,R065,Bhopal,Tier-2,2024-02-07 12:28:00,80.0,0.0,delivered,False
ORD00117,U0346,R047,Indore,Tier-2,2024-01-27 13:27:00,164.2,0.0,delivered,False
ORD00118,U0187,R098,Bhopal,Tier-2,2024-02-14 20:33:00,172.22,0.0,delivered,False
ORD00119,U0153,R071,Mumbai,Tier-1,2024-02-28 19:06:00,312.59,0.0,delivered,False
ORD00120,U0307,R082,Coimbatore,Tier-2,2024-01-19 16:07:00,109.05,0.0,delivered,False
ORD00121,U0045,R078,Delhi,Tier-1,2024-01-06 10:39:00,143.39,0.0,cancelled,False
ORD00122,U0428,R032,Surat,Tier-2,2024-01-02 17:39:00,139.96,0.0,delivered,False
ORD00123,U0434,R033,Mumbai,Tier-1,2024-01-17 22:27:00,269.92,0.0,delivered,False
ORD00124,U0301,R042,Mumbai,Tier-1,2024-01-09 10:52:00,135.67,0.0,delivered,False
ORD00125,U0491,R088,Coimbatore,Tier-2,2024-01-27 13:51:00,229.4,54.6,delivered,False
ORD00126,U0241,R015,Vadodara,Tier-2,2024-03-27 15:40:00,439.33,128.1,delivered,True
ORD00127,U0226,R024,Delhi,Tier-1,2024-03-17 13:57:00,183.92,0.0,delivered,False
ORD00128,U0078,R050,Mumbai,Tier-1,2024-01-18 11:30:00,170.57,32.26,cancelled,False
ORD00129,U0493,R046,Delhi,Tier-1,2024-02-28 10:10:00,165.15,0.0,delivered,False
ORD00130,U0355,R042,Mumbai,Tier-1,2024-02-13 14:58:00,261.09,0.0,delivered,False
ORD00131,U0357,R004,Mumbai,Tier-1,2024-01-03 21:22:00,215.56,55.73,cancelled,False
ORD00132,U0273,R060,Surat,Tier-2,2024-02-18 16:01:00,204.1,0.0,delivered,False
ORD00133,U0478,R084,Coimbatore,Tier-2,2024-01-27 14:16:00,390.67,0.0,delivered,False
ORD00134,U0421,R098,Bhopal,Tier-2,2024-01-18 20:27:00,235.1,53.34,delivered,False
ORD00135,U0170,R059,Indore,Tier-2,2024-01-26 15:47:00,164.59,0.0,delivered,False
ORD00136,U0173,R019,Coimbatore,Tier-2,2024-03-22 21:53:00,194.46,0.0,delivered,True
ORD00137,U0129,R090,Mumbai,Tier-1,2024-02-29 15:06:00,379.49,0.0,delivered,False
ORD00138,U0359,R036,Vadodara,Tier-2,2024-01-02 13:17:00,152.9,0.0,delivered,False
ORD00139,U0091,R004,Mumbai,Tier-1,2024-01-10 18:49:00,139.52,0.0,delivered,False
ORD00140,U0237,R062,Delhi,Tier-1,2024-02-20 22:04:00,280.27,0.0,delivered,False
ORD00141,U0099,R011,Mumbai,Tier-1,2024-01-16 20:18:00,297.56,0.0,delivered,False
ORD00142,U0405,R077,Bangalore,Tier-1,2024-01-14 20:41:00,187.08,0.0,delivered,False
ORD00143,U0221,R075,Indore,Tier-2,2024-03-24 11:18:00,208.82,0.0,delivered,True
ORD00144,U0483,R096,Coimbatore,Tier-2,2024-02-24 14:46:00,173.74,0.0,delivered,False
ORD00145,U0164,R041,Coimbatore,Tier-2,2024-03-08 13:03:00,210.45,38.94,delivered,False
ORD00146,U0351,R084,Coimbatore,Tier-2,2024-02-08 20:56:00,321.71,55.47,delivered,False
ORD00147,U0138,R065,Bhopal,Tier-2,2024-02-21 12:37:00,313.48,43.33,cancelled,False
ORD00148,U0038,R011,Mumbai,Tier-1,2024-02-25 19:04:00,186.21,0.0,delivered,False
ORD00149,U0025,R094,Coimbatore,Tier-2,2024-03-05 12:56:00,386.4,0.0,delivered,False
ORD00150,U0287,R002,Coimbatore,Tier-2,2024-02-19 19:58:00,92.38,0.0,delivered,False
ORD00151,U0139,R048,Bangalore,Tier-1,2024-03-22 15:16:00,321.62,0.0,delivered,False
ORD00152,U0241,R100,Vadodara,Tier-2,2024-01-27 19:50:00,127.85,0.0,delivered,False
ORD00153,U0194,R045,Indore,Tier-2,2024-03-17 19:58:00,166.0,18.32,delivered,True
ORD00154,U0141,R100,Vadodara,Tier-2,2024-01-22 13:51:00,306.13,77.43,delivered,False
ORD00155,U0175,R099,Indore,Tier-2,2024-02-06 16:16:00,245.77,0.0,delivered,False
ORD00156,U0339,R009,Coimbatore,Tier-2,2024-02-18 20:39:00,157.49,0.0,delivered,False
ORD00157,U0189,R094,Coimbatore,Tier-2,2024-03-28 17:28:00,250.96,50.43,delivered,True
ORD00158,U0336,R050,Mumbai,Tier-1,2024-03-26 10:47:00,204.87,0.0,delivered,False
ORD00159,U0080,R011,Mumbai,Tier-1,2024-02-18 21:19:00,102.5,0.0,delivered,False
ORD00160,U0328,R083,Indore,Tier-2,2024-03-25 13:54:00,316.31,0.0,delivered,True
ORD00161,U0328,R063,Indore,Tier-2,2024-03-20 12:10:00,271.6,0.0,cancelled,True
ORD00162,U0069,R011,Mumbai,Tier-1,2024-02-02 13:49:00,188.33,0.0,delivered,False
ORD00163,U0379,R068,Bhopal,Tier-2,2024-01-26 11:38:00,374.0,0.0,delivered,False
ORD00164,U0215,R057,Bhopal,Tier-2,2024-03-13 20:28:00,335.62,52.11,delivered,False
ORD00165,U0361,R067,Bangalore,Tier-1,2024-02-04 03:28:00,210.8,0.0,delivered,False
ORD00166,U0453,R070,Coimbatore,Tier-2,2024-01-10 19:40:00,131.28,0.0,delivered,False
ORD00167,U0387,R078,Delhi,Tier-1,2024-03-22 16:34:00,306.99,0.0,delivered,False
ORD00168,U0295,R005,Mumbai,Tier-1,2024-03-03 22:19:00,112.32,24.69,delivered,False
ORD00169,U0367,R100,Vadodara,Tier-2,2024-01-26 12:33:00,315.27,0.0,delivered,False
ORD00170,U0048,R019,Coimbatore,Tier-2,2024-01-22 13:35:00,81.23,10.95,delivered,False
ORD00171,U0154,R096,Coimbatore,Tier-2,2024-01-03 10:14:00,262.17,0.0,delivered,False
ORD00172,U0284,R001,Mumbai,Tier-1,2024-01-27 05:03:00,359.6,0.0,delivered,False
ORD00173,U0138,R097,Bhopal,Tier-2,2024-02-25 19:45:00,135.78,0.0,delivered,False
ORD00174,U0409,R017,Surat,Tier-2,2024-03-04 21:03:00,188.03,0.0,delivered,False
ORD00175,U0248,R100,Vadodara,Tier-2,2024-03-15 16:40:00,159.76,44.01,delivered,False
ORD00176,U0436,R098,Bhopal,Tier-2,2024-02-14 07:32:00,225.56,33.72,delivered,False
ORD00177,U0203,R024,Delhi,Tier-1,2024-01-31 14:57:00,92.44,0.0,delivered,False
ORD00178,U0038,R014,Mumbai,Tier-1,2024-03-13 15:12:00,355.58,0.0,delivered,False
ORD00179,U0321,R095,Coimbatore,Tier-2,2024-03-24 08:41:00,262.16,0.0,delivered,True
ORD00180,U0284,R042,Mumbai,Tier-1,2024-02-07 21:17:00,153.91,0.0,delivered,False
ORD00181,U0123,R074,Bangalore,Tier-1,2024-02-01 20:39:00,255.25,67.63,delivered,False
ORD00182,U0186,R027,Indore,Tier-2,2024-02-04 11:21:00,217.66,43.14,delivered,False
ORD00183,U0476,R036,Vadodara,Tier-2,2024-01-13 12:02:00,113.81,15.03,delivered,False
ORD00184,U0497,R025,Indore,Tier-2,2024-01-18 22:49:00,288.86,0.0,delivered,False
ORD00185,U0452,R088,Coimbatore,Tier-2,2024-01-23 01:11:00,755.28,0.0,delivered,False
ORD00186,U0052,R066,Bhopal,Tier-2,2024-01-04 20:54:00,350.76,0.0,delivered,False
ORD00187,U0036,R097,Bhopal,Tier-2,2024-02-12 15:38:00,266.95,70.95,delivered,False
ORD00188,U0150,R026,Delhi,Tier-1,2024-02-20 21:41:00,176.09,0.0,delivered,False
ORD00189,U0414,R075,Indore,Tier-2,2024-02-04 04:08:00,128.44,0.0,delivered,False
ORD00190,U0112,R072,Delhi,Tier-1,2024-03-09 14:54:00,254.84,0.0,cancelled,False
ORD00191,U0108,R065,Bhopal,Tier-2,2024-03-14 12:53:00,176.54,0.0,delivered,False
ORD00192,U0115,R075,Indore,Tier-2,2024-02-25 10:41:00,242.56,27.06,delivered,False
ORD00193,U0382,R047,Indore,Tier-2,2024-03-04 17:42:00,98.13,0.0,delivered,False
ORD00194,U0424,R058,Coimbatore,Tier-2,2024-02-14 20:28:00,85.97,0.0,delivered,False
ORD00195,U0385,R098,Bhopal,Tier-2,2024-02-27 06:46:00,132.1,0.0,delivered,False
ORD00196,U0344,R070,Coimbatore,Tier-2,2024-03-06 15:12:00,224.74,0.0,delivered,False
ORD00197,U0314,R100,Vadodara,Tier-2,2024-02-12 22:00:00,651.55,0.0,cancelled,False
ORD00198,U0282,R086,Bangalore,Tier-1,2024-03-16 02:27:00,121.46,0.0,delivered,False
ORD00199,U0425,R005,Mumbai,Tier-1,2024-02-10 12:06:00,232.8,0.0,delivered,False
ORD00200,U0139,R086,Bangalore,Tier-1,2024-02-08 14:56:00,175.23,0.0,delivered,False
ORD00201,U0194,R099,Indore,Tier-2,2024-03-24 21:11:00,270.06,0.0,cancelled,True
ORD00202,U0173,R088,Coimbatore,Tier-2,2024-01-10 13:44:00,246.82,71.21,delivered,False
ORD00203,U0221,R049,Indore,Tier-2,2024-01-25 11:53:00,401.71,0.0,delivered,False
ORD00204,U0122,R007,Surat,Tier-2,2024-03-02 11:48:00,288.59,0.0,delivered,False
ORD00205,U0317,R070,Coimbatore,Tier-2,2024-01-13 08:35:00,375.58,0.0,delivered,False
ORD00206,U0480,R096,Coimbatore,Tier-2,2024-02-03 20:34:00,241.43,0.0,delivered,False
ORD00207,U0059,R010,Mumbai,Tier-1,2024-01-21 19:27:00,160.81,0.0,delivered,False
ORD00208,U0490,R043,Surat,Tier-2,2024-01-06 20:11:00,146.9,0.0,delivered,False
ORD00209,U0016,R008,Delhi,Tier-1,2024-03-24 17:56:00,169.57,0.0,delivered,False
ORD00210,U0218,R098,Bhopal,Tier-2,2024-03-30 10:50:00,106.43,0.0,delivered,True
ORD00211,U0369,R062,Delhi,Tier-1,2024-01-30 19:46:00,138.95,0.0,delivered,False
ORD00212,U0378,R071,Mumbai,Tier-1,2024-03-19 18:06:00,278.74,0.0,delivered,False
ORD00213,U0207,R023,Mumbai,Tier-1,2024-03-28 14:54:00,225.25,0.0,delivered,False
ORD00214,U0257,R054,Vadodara,Tier-2,2024-02-24 12:05:00,157.2,0.0,delivered,False
ORD00215,U0005,R078,Delhi,Tier-1,2024-02-01 07:49:00,108.74,0.0,delivered,False
ORD00216,U0104,R096,Coimbatore,Tier-2,2024-01-15 20:01:00,173.27,0.0,delivered,False
ORD00217,U0256,R096,Coimbatore,Tier-2,2024-02-23 09:19:00,603.2,0.0,delivered,False
ORD00218,U0369,R062,Delhi,Tier-1,2024-02-26 06:58:00,118.0,0.0,delivered,False
ORD00219,U0291,R005,Mumbai,Tier-1,2024-01-06 05:13:00,125.93,25.48,delivered,False
ORD00220,U0003,R064,Bhopal,Tier-2,2024-01-12 14:09:00,330.63,75.27,delivered,False
ORD00221,U0171,R021,Indore,Tier-2,2024-01-26 19:42:00,322.01,0.0,delivered,False
ORD00222,U0183,R013,Vadodara,Tier-2,2024-03-04 16:58:00,219.1,0.0,delivered,False
ORD00223,U0388,R062,Delhi,Tier-1,2024-02-19 19:24:00,305.58,87.09,delivered,False
ORD00224,U0343,R078,Delhi,Tier-1,2024-02-20 18:24:00,170.76,22.41,delivered,False
ORD00225,U0260,R081,Mumbai,Tier-1,2024-01-27 11:11:00,110.57,0.0,cancelled,False
ORD00226,U0417,R072,Delhi,Tier-1,2024-02-02 19:11:00,548.03,0.0,delivered,False
ORD00227,U0131,R058,Coimbatore,Tier-2,2024-03-04 15:29:00,341.34,0.0,delivered,False
ORD00228,U0026,R066,Bhopal,Tier-2,2024-01-17 17:39:00,229.27,0.0,delivered,False
ORD00229,U0296,R082,Coimbatore,Tier-2,2024-01-02 09:19:00,232.61,63.41,delivered,False
ORD00230,U0432,R066,Bhopal,Tier-2,2024-03-05 19:23:00,287.04,40.22,delivered,False
ORD00231,U0234,R095,Coimbatore,Tier-2,2024-01-11 18:54:00,170.83,0.0,delivered,False
ORD00232,U0433,R021,Indore,Tier-2,2024-03-15 21:29:00,135.81,0.0,delivered,False
ORD00233,U0434,R011,Mumbai,Tier-1,2024-01-21 11:33:00,190.52,0.0,delivered,False
ORD00234,U0126,R082,Coimbatore,Tier-2,2024-02-21 09:43:00,141.61,0.0,delivered,False
ORD00235,U0093,R057,Bhopal,Tier-2,2024-02-05 10:38:00,108.92,0.0,delivered,False
ORD00236,U0086,R018,Bangalore,Tier-1,2024-03-28 10:37:00,127.56,14.87,delivered,False
ORD00237,U0031,R025,Indore,Tier-2,2024-03-21 17:31:00,395.6,0.0,cancelled,True
ORD00238,U0428,R087,Surat,Tier-2,2024-02-01 15:16:00,190.16,0.0,delivered,False
ORD00239,U0439,R035,Bhopal,Tier-2,2024-02-08 14:08:00,265.99,0.0,delivered,False
ORD00240,U0399,R035,Bhopal,Tier-2,2024-03-17 07:54:00,80.02,0.0,delivered,True
ORD00241,U0040,R019,Coimbatore,Tier-2,2024-03-12 05:20:00,195.67,0.0,delivered,False
ORD00242,U0444,R031,Bangalore,Tier-1,2024-01-21 10:47:00,431.32,0.0,delivered,False
ORD00243,U0187,R097,Bhopal,Tier-2,2024-01-03 15:39:00,471.94,0.0,delivered,False
ORD00244,U0310,R072,Delhi,Tier-1,2024-03-28 22:07:00,416.41,0.0,delivered,False
ORD00245,U0191,R014,Mumbai,Tier-1,2024-02-23 21:52:00,152.39,0.0,delivered,False
ORD00246,U0200,R064,Bhopal,Tier-2,2024-01-20 13:05:00,157.18,0.0,delivered,False
ORD00247,U0256,R084,Coimbatore,Tier-2,2024-02-02 13:58:00,157.74,0.0,delivered,False
ORD00248,U0287,R096,Coimbatore,Tier-2,2024-01-07 21:38:00,249.07,0.0,delivered,False
ORD00249,U0127,R066,Bhopal,Tier-2,2024-02-19 20:19:00,141.83,0.0,delivered,False
ORD00250,U0273,R060,Surat,Tier-2,2024-03-08 15:49:00,135.05,0.0,delivered,False
ORD00251,U0264,R002,Coimbatore,Tier-2,2024-02-02 12:58:00,295.61,0.0,delivered,False
ORD00252,U0286,R042,Mumbai,Tier-1,2024-03-19 20:28:00,396.83,0.0,delivered,False
ORD00253,U0469,R062,Delhi,Tier-1,2024-03-11 07:16:00,283.07,0.0,delivered,False
ORD00254,U0471,R001,Mumbai,Tier-1,2024-02-09 12:56:00,220.73,0.0,delivered,False
ORD00255,U0044,R060,Surat,Tier-2,2024-01-17 14:08:00,399.16,0.0,delivered,False
ORD00256,U0072,R078,Delhi,Tier-1,2024-03-05 11:00:00,183.73,20.41,delivered,False
ORD00257,U0171,R034,Indore,Tier-2,2024-03-15 11:57:00,279.86,0.0,delivered,False
ORD00258,U0421,R035,Bhopal,Tier-2,2024-01-28 14:07:00,210.87,35.64,delivered,False
ORD00259,U0149,R014,Mumbai,Tier-1,2024-01-26 19:18:00,430.42,68.49,delivered,False
ORD00260,U0119,R032,Surat,Tier-2,2024-02-24 21:03:00,325.42,0.0,delivered,False
ORD00261,U0058,R026,Delhi,Tier-1,2024-03-19 03:31:00,138.92,0.0,delivered,False
ORD00262,U0238,R001,Mumbai,Tier-1,2024-02-05 14:00:00,83.85,0.0,delivered,False
ORD00263,U0447,R054,Vadodara,Tier-2,2024-01-16 11:15:00,161.52,39.09,delivered,False
ORD00264,U0472,R012,Vadodara,Tier-2,2024-03-18 14:33:00,165.05,18.49,cancelled,True
ORD00265,U0282,R089,Bangalore,Tier-1,2024-03-12 20:09:00,149.59,0.0,delivered,False
ORD00266,U0271,R097,Bhopal,Tier-2,2024-02-26 11:52:00,171.4,0.0,delivered,False
ORD00267,U0351,R009,Coimbatore,Tier-2,2024-02-11 21:22:00,150.99,0.0,delivered,False
ORD00268,U0158,R066,Bhopal,Tier-2,2024-03-29 13:24:00,173.34,0.0,delivered,True
