order_id,delivery_partner_id,delivery_time_min,delay_flag,city,is_crisis_period,delivery_time_min_clean,is_outlier_delivery
ORD00075,DP028,27.2,0,Coimbatore,0,27.2,0
ORD00076,DP014,35.3,1,Bangalore,0,35.3,0
ORD00077,DP005,33.6,0,Vadodara,0,33.6,0
ORD00078,DP003,24.7,0,Bhopal,0,24.7,0
ORD00079,DP023,24.2,0,Vadodara,0,24.2,0
ORD00080,DP001,35.2,1,Indore,0,35.2,0
ORD00082,DP006,29.7,0,Delhi,0,29.7,0
ORD00083,DP017,11.2,0,Mumbai,0,11.2,0
ORD00084,DP014,23.3,0,Delhi,0,23.3,0
ORD00085,DP002,34.3,0,Mumbai,0,34.3,0
ORD00086,DP045,21.6,0,Mumbai,0,21.6,0
ORD00087,DP012,25.8,0,Indore,0,25.8,0
ORD00088,DP034,27.0,0,Vadodara,0,27.0,0
ORD00089,DP032,28.0,0,Mumbai,0,28.0,0
ORD00090,DP027,38.6,1,Bangalore,0,38.6,0
ORD00091,DP044,28.0,0,Coimbatore,0,28.0,0
ORD00092,DP004,25.7,0,Indore,0,25.7,0
ORD00093,DP003,32.9,0,Coimbatore,1,32.9,0
ORD00094,DP050,20.6,0,Coimbatore,0,20.6,0
ORD00096,DP001,26.0,0,Coimbatore,0,26.0,0
ORD00098,DP010,34.7,0,Bhopal,0,34.7,0
ORD00099,DP037,24.1,0,Mumbai,0,24.1,0
ORD00100,DP034,29.3,0,Vadodara,0,29.3,0
ORD00101,DP027,18.9,0,Coimbatore,0,18.9,0
ORD00102,DP024,20.4,0,Indore,0,20.4,0
ORD00103,DP010,20.1,0,Bhopal,0,20.1,0
ORD00105,DP044,39.3,1,Bhopal,0,39.3,0
ORD00106,DP037,20.6,0,Bangalore,0,20.6,0
ORD00107,DP036,26.6,0,Indore,0,26.6,0
ORD00108,DP013,21.2,0,Surat,0,21.2,0
ORD00109,DP050,37.9,1,Vadodara,0,37.9,0
ORD00111,DP049,27.6,0,Surat,0,27.6,0
ORD00112,DP025,20.6,0,Bangalore,0,20.6,0
ORD00113,DP026,25.3,0,Surat,0,25.3,0
ORD00114,DP048,29.8,0,Coimbatore,0,29.8,0
ORD00115,DP039,35.6,1,Mumbai,0,35.6,0
ORD00116,DP027,38.2,1,Bhopal,0,38.2,0
ORD00117,DP009,39.7,1,Indore,0,39.7,0
ORD00118,DP013,25.4,0,Bhopal,0,25.4,0
ORD00119,DP042,26.9,0,Mumbai,0,26.9,0
ORD00120,DP021,30.3,0,Coimbatore,0,30.3,0
ORD00122,DP044,30.2,0,Surat,0,30.2,0
ORD00123,DP016,31.4,0,Mumbai,0,31.4,0
ORD00124,DP020,21.1,0,Mumbai,0,21.1,0
ORD00125,DP038,31.1,0,Coimbatore,0,31.1,0
ORD00126,DP035,54.4,1,Vadodara,1,49.7,1
ORD00127,DP002,29.4,0,Delhi,0,29.4,0
ORD00129,DP031,33.7,0,Delhi,0,33.7,0
ORD00130,DP008,32.6,0,Mumbai,0,32.6,0
ORD00132,DP019,28.0,0,Surat,0,28.0,0
ORD00133,DP044,29.2,0,Coimbatore,0,29.2,0
ORD00134,DP004,27.3,0,Bhopal,0,27.3,0
ORD00135,DP045,28.4,0,Indore,0,28.4,0
ORD00136,DP027,44.6,1,Coimbatore,1,44.6,0
ORD00137,DP008,27.6,0,Mumbai,0,27.6,0
ORD00138,DP040,34.1,0,Vadodara,0,34.1,0
ORD00139,DP029,30.0,0,Mumbai,0,30.0,0
ORD00140,DP041,20.3,0,Delhi,0,20.3,0
ORD00141,DP027,24.0,0,Mumbai,0,24.0,0
ORD00142,DP012,22.5,0,Bangalore,0,22.5,0
ORD00143,DP037,45.7,1,Indore,1,45.7,0
ORD00144,DP033,29.9,0,Coimbatore,0,29.9,0
ORD00145,DP017,42.4,1,Coimbatore,0,42.4,0
ORD00146,DP027,31.7,0,Coimbatore,0,31.7,0
ORD00148,DP041,30.6,0,Mumbai,0,30.6,0
ORD00149,DP001,36.4,1,Coimbatore,0,36.4,0
ORD00150,DP004,34.6,0,Coimbatore,0,34.6,0
ORD00151,DP013,25.2,0,Bangalore,0,25.2,0
ORD00152,DP035,45.2,1,Vadodara,0,45.2,0
ORD00153,DP017,56.0,1,Indore,1,49.7,1
ORD00154,DP005,22.4,0,Vadodara,0,22.4,0
ORD00155,DP024,21.6,0,Indore,0,21.6,0
ORD00156,DP017,33.4,0,Coimbatore,0,33.4,0
ORD00157,DP037,55.6,1,Coimbatore,1,49.7,1
ORD00158,DP023,29.1,0,Mumbai,0,29.1,0
ORD00159,DP034,21.1,0,Mumbai,0,21.1,0
ORD00160,DP011,55.1,1,Indore,1,49.7,1
ORD00162,DP045,33.5,0,Mumbai,0,33.5,0
ORD00163,DP010,23.9,0,Bhopal,0,23.9,0
ORD00164,DP025,26.5,0,Bhopal,0,26.5,0
ORD00165,DP004,20.4,0,Bangalore,0,20.4,0
ORD00166,DP009,28.5,0,Coimbatore,0,28.5,0
ORD00167,DP015,31.6,0,Delhi,0,31.6,0
ORD00168,DP004,10.2,0,Mumbai,0,10.2,0
ORD00169,DP016,19.8,0,Vadodara,0,19.8,0
ORD00170,DP002,32.8,0,Coimbatore,0,32.8,0
ORD00171,DP016,28.5,0,Coimbatore,0,28.5,0
ORD00172,DP023,25.6,0,Mumbai,0,25.6,0
ORD00173,DP030,32.9,0,Bhopal,0,32.9,0
ORD00174,DP031,29.3,0,Surat,0,29.3,0
ORD00175,DP004,17.6,0,Vadodara,0,17.6,0
ORD00176,DP044,25.7,0,Bhopal,0,25.7,0
ORD00177,DP031,20.6,0,Delhi,0,20.6,0
ORD00178,DP014,32.4,0,Mumbai,0,32.4,0
ORD00179,DP036,56.1,1,Coimbatore,1,49.7,1
ORD00180,DP038,26.7,0,Mumbai,0,26.7,0
ORD00181,DP003,19.6,0,Bangalore,0,19.6,0
ORD00182,DP048,33.4,0,Indore,0,33.4,0
ORD00183,DP048,39.5,1,Vadodara,0,39.5,0
ORD00184,DP030,41.4,1,Indore,0,41.4,0
ORD00185,DP018,26.2,0,Coimbatore,0,26.2,0
ORD00186,DP047,30.0,0,Bhopal,0,30.0,0
ORD00187,DP024,34.7,0,Bhopal,0,34.7,0
ORD00188,DP034,21.8,0,Delhi,0,21.8,0
ORD00189,DP031,25.9,0,Indore,0,25.9,0
ORD00191,DP029,33.7,0,Bhopal,0,33.7,0
ORD00192,DP047,23.6,0,Indore,0,23.6,0
ORD00193,DP012,26.7,0,Indore,0,26.7,0
ORD00194,DP014,19.8,0,Coimbatore,0,19.8,0
ORD00195,DP018,29.1,0,Bhopal,0,29.1,0
ORD00196,DP013,12.9,0,Coimbatore,0,12.9,0
ORD00198,DP020,14.3,0,Bangalore,0,14.3,0
ORD00199,DP037,31.1,0,Mumbai,0,31.1,0
ORD00200,DP022,23.6,0,Bangalore,0,23.6,0
ORD00202,DP043,35.8,1,Coimbatore,0,35.8,0
ORD00203,DP001,30.7,0,Indore,0,30.7,0
ORD00204,DP031,35.5,1,Surat,0,35.5,0
ORD00205,DP050,22.4,0,Coimbatore,0,22.4,0
ORD00206,DP006,27.0,0,Coimbatore,0,27.0,0
ORD00207,DP042,26.5,0,Mumbai,0,26.5,0
ORD00208,DP027,26.8,0,Surat,0,26.8,0
ORD00209,DP021,36.7,1,Delhi,0,36.7,0
ORD00210,DP001,43.1,1,Bhopal,1,43.1,0
ORD00211,DP047,11.5,0,Delhi,0,11.5,0
ORD00212,DP014,30.0,0,Mumbai,0,30.0,0
ORD00213,DP032,20.7,0,Mumbai,0,20.7,0
ORD00214,DP009,34.6,0,Vadodara,0,34.6,0
ORD00215,DP046,29.5,0,Delhi,0,29.5,0
ORD00216,DP041,34.8,0,Coimbatore,0,34.8,0
ORD00217,DP034,29.0,0,Coimbatore,0,29.0,0
ORD00218,DP032,29.6,0,Delhi,0,29.6,0
ORD00219,DP003,23.2,0,Mumbai,0,23.2,0
ORD00220,DP007,24.7,0,Bhopal,0,24.7,0
ORD00221,DP043,24.6,0,Indore,0,24.6,0
ORD00222,DP048,34.2,0,Vadodara,0,34.2,0
ORD00223,DP005,36.4,1,Delhi,0,36.4,0
ORD00224,DP007,24.4,0,Delhi,0,24.4,0
ORD00226,DP028,22.9,0,Delhi,0,22.9,0
ORD00227,DP029,41.3,1,Coimbatore,0,41.3,0
ORD00228,DP003,33.7,0,Bhopal,0,33.7,0
ORD00229,DP037,32.1,0,Coimbatore,0,32.1,0
ORD00230,DP033,40.1,1,Bhopal,0,40.1,0
ORD00231,DP028,24.9,0,Coimbatore,0,24.9,0
ORD00232,DP048,12.4,0,Indore,0,12.4,0
ORD00233,DP050,27.2,0,Mumbai,0,27.2,0
ORD00234,DP049,34.0,0,Coimbatore,0,34.0,0
ORD00235,DP045,36.0,1,Bhopal,0,36.0,0
ORD00236,DP042,32.3,0,Bangalore,0,32.3,0
ORD00238,DP017,20.4,0,Surat,0,20.4,0
ORD00239,DP009,35.4,1,Bhopal,0,35.4,0
ORD00240,DP011,30.3,0,Bhopal,1,30.3,0
ORD00241,DP036,36.4,1,Coimbatore,0,36.4,0
ORD00242,DP009,24.0,0,Bangalore,0,24.0,0
ORD00243,DP048,27.0,0,Bhopal,0,27.0,0
ORD00244,DP004,19.5,0,Delhi,0,19.5,0
ORD00245,DP003,37.6,1,Mumbai,0,37.6,0
ORD00246,DP050,14.0,0,Bhopal,0,14.0,0
ORD00247,DP027,45.2,1,Coimbatore,0,45.2,0
ORD00248,DP022,28.6,0,Coimbatore,0,28.6,0
ORD00249,DP026,20.0,0,Bhopal,0,20.0,0
ORD00250,DP031,24.6,0,Surat,0,24.6,0
ORD00251,DP029,19.3,0,Coimbatore,0,19.3,0
ORD00252,DP038,31.1,0,Mumbai,0,31.1,0
ORD00253,DP015,33.3,0,Delhi,0,33.3,0
ORD00254,DP007,21.4,0,Mumbai,0,21.4,0
ORD00255,DP029,35.5,1,Surat,0,35.5,0
ORD00256,DP033,28.9,0,Delhi,0,28.9,0
ORD00257,DP034,32.2,0,Indore,0,32.2,0
ORD00258,DP021,24.3,0,Bhopal,0,24.3,0
ORD00259,DP049,31.7,0,Mumbai,0,31.7,0
ORD00260,DP007,32.5,0,Surat,0,32.5,0
ORD00261,DP034,40.1,1,Delhi,0,40.1,0
ORD00262,DP008,30.7,0,Mumbai,0,30.7,0
ORD00263,DP020,25.5,0,Vadodara,0,25.5,0
ORD00265,DP031,20.9,0,Bangalore,0,20.9,0
ORD00266,DP005,26.7,0,Bhopal,0,26.7,0
ORD00267,DP022,23.9,0,Coimbatore,0,23.9,0
ORD00268,DP029,55.6,1,Bhopal,1,49.7,1
ORD00269,DP022,32.3,0,Vadodara,0,32.3,0
ORD00270,DP037,36.9,1,Vadodara,0,36.9,0
ORD00271,DP028,30.3,0,Indore,0,30.3,0
ORD00272,DP042,21.5,0,Vadodara,0,21.5,0
ORD00273,DP013,31.0,0,Bangalore,0,31.0,0
ORD00274,DP033,17.9,0,Bangalore,0,17.9,0
ORD00275,DP026,30.5,0,Bhopal,0,30.5,0
ORD00276,DP038,29.4,0,Mumbai,0,29.4,0
ORD00277,DP016,44.4,1,Delhi,0,44.4,0
ORD00278,DP041,29.0,0,Indore,0,29.0,0
ORD00279,DP044,36.5,1,Bhopal,0,36.5,0
ORD00280,DP023,34.7,0,Delhi,0,34.7,0
ORD00281,DP001,34.3,0,Surat,0,34.3,0
ORD00282,DP040,24.9,0,Delhi,0,24.9,0
ORD00284,DP014,39.5,1,Vadodara,1,39.5,0
ORD00285,DP031,25.4,0,Coimbatore,0,25.4,0
ORD00286,DP039,11.8,0,Bhopal,0,11.8,0
ORD00287,DP050,25.3,0,Bhopal,0,25.3,0
ORD00288,DP034,27.5,0,Coimbatore,0,27.5,0
ORD00289,DP044,30.6,0,Delhi,0,30.6,0
ORD00290,DP029,21.4,0,Surat,0,21.4,0
ORD00291,DP016,35.8,1,Bangalore,0,35.8,0
ORD00292,DP013,32.4,0,Delhi,0,32.4,0
ORD00293,DP032,27.3,0,Bhopal,0,27.3,0
ORD00294,DP041,30.9,0,Vadodara,0,30.9,0
ORD00295,DP034,20.1,0,Bangalore,0,20.1,0
ORD00296,DP047,25.9,0,Delhi,0,25.9,0
ORD00297,DP012,22.6,0,Mumbai,0,22.6,0
ORD00298,DP035,43.0,1,Delhi,0,43.0,0
ORD00299,DP027,29.8,0,Indore,0,29.8,0
ORD00300,DP015,23.9,0,Bangalore,0,23.9,0
ORD00301,DP024,28.4,0,Delhi,0,28.4,0
ORD00302,DP018,36.2,1,Mumbai,0,36.2,0
ORD00303,DP011,30.2,0,Mumbai,0,30.2,0
ORD00304,DP003,27.7,0,Indore,0,27.7,0
ORD00305,DP038,40.5,1,Bhopal,1,40.5,0
ORD00306,DP031,29.5,0,Bhopal,0,29.5,0
ORD00307,DP046,32.9,0,Vadodara,0,32.9,0
ORD00308,DP041,40.6,1,Coimbatore,1,40.6,0
ORD00309,DP011,46.5,1,Coimbatore,0,46.5,0
ORD00310,DP010,26.3,0,Vadodara,0,26.3,0
ORD00311,DP014,34.7,0,Mumbai,0,34.7,0
ORD00312,DP045,25.5,0,Bangalore,0,25.5,0
ORD00313,DP006,22.2,0,Bhopal,0,22.2,0
ORD00314,DP029,24.2,0,Mumbai,0,24.2,0
ORD00315,DP022,35.1,1,Coimbatore,0,35.1,0
ORD00316,DP049,44.1,1,Mumbai,0,44.1,0
ORD00317,DP028,32.4,0,Indore,0,32.4,0
ORD00318,DP037,36.5,1,Bangalore,0,36.5,0
ORD00319,DP032,35.7,1,Surat,0,35.7,0
ORD00320,DP017,10.1,0,Indore,0,10.1,0
ORD00321,DP047,24.6,0,Indore,0,24.6,0
ORD00322,DP018,25.6,0,Surat,0,25.6,0
ORD00323,DP046,22.6,0,Indore,0,22.6,0
ORD00324,DP040,16.7,0,Delhi,0,16.7,0
ORD00325,DP036,30.7,0,Delhi,0,30.7,0
ORD00326,DP024,36.7,1,Indore,0,36.7,0
ORD00327,DP050,36.9,1,Indore,0,36.9,0
ORD00328,DP021,33.8,0,Mumbai,0,33.8,0
ORD00329,DP025,17.6,0,Indore,0,17.6,0
ORD00331,DP001,31.7,0,Mumbai,0,31.7,0
ORD00332,DP027,25.1,0,Vadodara,0,25.1,0
ORD00333,DP016,28.8,0,Vadodara,0,28.8,0
ORD00334,DP048,18.7,0,Mumbai,0,18.7,0
ORD00335,DP001,29.5,0,Mumbai,0,29.5,0
ORD00336,DP024,28.8,0,Bhopal,0,28.8,0
ORD00337,DP022,28.9,0,Indore,0,28.9,0
ORD00338,DP049,27.6,0,Delhi,0,27.6,0
ORD00339,DP035,20.5,0,Bangalore,0,20.5,0
ORD00340,DP007,26.1,0,Mumbai,0,26.1,0
ORD00341,DP024,32.7,0,Bangalore,0,32.7,0
ORD00342,DP042,36.5,1,Bhopal,0,36.5,0
ORD00343,DP036,19.7,0,Mumbai,0,19.7,0
ORD00344,DP032,32.0,0,Indore,0,32.0,0
ORD00345,DP027,28.9,0,Delhi,0,28.9,0
ORD00346,DP025,35.2,1,Vadodara,0,35.2,0
ORD00347,DP039,31.3,0,Delhi,0,31.3,0
ORD00348,DP050,25.8,0,Bhopal,0,25.8,0
ORD00351,DP005,26.4,0,Bhopal,0,26.4,0
ORD00353,DP005,15.3,0,Delhi,0,15.3,0
ORD00354,DP029,12.1,0,Bangalore,0,12.1,0
ORD00355,DP019,25.4,0,Indore,0,25.4,0
ORD00356,DP004,36.6,1,Indore,0,36.6,0
ORD00357,DP028,25.5,0,Mumbai,0,25.5,0
ORD00358,DP036,19.8,0,Coimbatore,0,19.8,0
ORD00359,DP018,20.3,0,Bangalore,0,20.3,0
ORD00360,DP049,24.8,0,Bhopal,0,24.8,0
ORD00361,DP048,25.8,0,Bhopal,0,25.8,0
ORD00362,DP030,29.6,0,Indore,0,29.6,0
ORD00363,DP038,26.9,0,Indore,0,26.9,0
ORD00364,DP014,26.1,0,Mumbai,0,26.1,0
ORD00365,DP040,25.5,0,Coimbatore,0,25.5,0
ORD00366,DP008,31.1,0,Mumbai,0,31.1,0
ORD00367,DP044,16.7,0,Indore,0,16.7,0
ORD00368,DP013,23.9,0,Surat,0,23.9,0
ORD00369,DP022,30.4,0,Delhi,0,30.4,0
ORD00370,DP035,38.9,1,Indore,1,38.9,0
ORD00371,DP045,29.0,0,Mumbai,0,29.0,0
ORD00373,DP022,27.4,0,Mumbai,0,27.4,0
ORD00374,DP009,21.8,0,Mumbai,0,21.8,0
ORD00375,DP002,19.6,0,Indore,0,19.6,0
ORD00376,DP029,32.2,0,Coimbatore,0,32.2,0
ORD00377,DP029,35.6,1,Delhi,0,35.6,0
ORD00378,DP022,24.2,0,Mumbai,0,24.2,0
ORD00380,DP021,25.4,0,Delhi,0,25.4,0
ORD00382,DP022,33.3,0,Mumbai,0,33.3,0
ORD00383,DP007,36.1,1,Coimbatore,0,36.1,0
ORD00384,DP038,18.5,0,Vadodara,0,18.5,0
ORD00385,DP022,25.6,0,Mumbai,0,25.6,0
ORD00386,DP026,22.3,0,Delhi,0,22.3,0
ORD00387,DP023,33.0,0,Vadodara,0,33.0,0
ORD00388,DP033,22.4,0,Vadodara,0,22.4,0
ORD00389,DP025,27.5,0,Coimbatore,0,27.5,0
ORD00390,DP029,9.1,0,Coimbatore,0,9.1,0
ORD00392,DP030,27.2,0,Indore,0,27.2,0
ORD00393,DP025,21.9,0,Bangalore,0,21.9,0
ORD00394,DP043,23.1,0,Indore,0,23.1,0
ORD00395,DP012,32.4,0,Mumbai,0,32.4,0
ORD00396,DP029,42.1,1,Bangalore,0,42.1,0
ORD00397,DP002,26.0,0,Delhi,0,26.0,0
ORD00398,DP026,26.0,0,Bangalore,0,26.0,0
ORD00399,DP033,30.5,0,Bangalore,0,30.5,0
ORD00401,DP009,25.6,0,Indore,0,25.6,0
ORD00402,DP040,36.1,1,Bangalore,0,36.1,0
ORD00403,DP020,29.3,0,Coimbatore,0,29.3,0
ORD00404,DP019,14.6,0,Delhi,0,14.6,0
ORD00405,DP028,27.3,0,Coimbatore,0,27.3,0
ORD00406,DP036,34.7,0,Mumbai,0,34.7,0
ORD00407,DP044,29.4,0,Surat,0,29.4,0
ORD00408,DP005,34.5,0,Bangalore,0,34.5,0
ORD00409,DP023,33.8,0,Delhi,0,33.8,0
ORD00410,DP017,28.7,0,Surat,0,28.7,0
ORD00411,DP020,38.8,1,Vadodara,0,38.8,0
ORD00412,DP028,26.1,0,Bhopal,0,26.1,0
ORD00413,DP031,24.4,0,Vadodara,0,24.4,0
ORD00414,DP047,37.4,1,Mumbai,0,37.4,0
ORD00415,DP010,39.0,1,Mumbai,0,39.0,0
ORD00416,DP002,21.1,0,Indore,0,21.1,0
ORD00417,DP007,26.7,0,Surat,0,26.7,0
ORD00418,DP045,25.9,0,Mumbai,0,25.9,0
ORD00419,DP044,38.1,1,Vadodara,0,38.1,0
ORD00420,DP047,21.8,0,Coimbatore,0,21.8,0
ORD00421,DP038,28.4,0,Coimbatore,0,28.4,0
ORD00422,DP035,45.1,1,Indore,0,45.1,0
ORD00423,DP004,14.2,0,Mumbai,0,14.2,0
ORD00424,DP046,32.9,0,Bhopal,0,32.9,0
ORD00425,DP036,18.3,0,Coimbatore,0,18.3,0
ORD00426,DP042,18.8,0,Mumbai,0,18.8,0
ORD00428,DP045,10.8,0,Surat,0,10.8,0
ORD00429,DP039,31.8,0,Surat,0,31.8,0
ORD00430,DP020,29.8,0,Vadodara,0,29.8,0
ORD00431,DP044,22.3,0,Mumbai,0,22.3,0
ORD00432,DP031,31.1,0,Bhopal,0,31.1,0
ORD00433,DP041,34.5,0,Vadodara,0,34.5,0
ORD00434,DP024,32.1,0,Coimbatore,0,32.1,0
ORD00435,DP022,27.9,0,Surat,0,27.9,0
ORD00436,DP024,28.3,0,Indore,0,28.3,0
ORD00437,DP031,59.1,1,Coimbatore,1,49.7,1
ORD00438,DP040,8.0,0,Indore,0,8.099999999999996,1
ORD00439,DP037,20.8,0,Indore,0,20.8,0
ORD00440,DP018,29.1,0,Bhopal,0,29.1,0
ORD00442,DP023,13.5,0,Delhi,0,13.5,0
ORD00443,DP037,19.5,0,Indore,0,19.5,0
ORD00444,DP022,19.9,0,Bhopal,0,19.9,0
ORD00445,DP003,24.7,0,Mumbai,0,24.7,0
ORD00446,DP035,40.0,1,Bangalore,0,40.0,0
ORD00447,DP013,17.8,0,Vadodara,0,17.8,0
ORD00448,DP025,23.2,0,Mumbai,0,23.2,0
ORD00449,DP039,62.3,1,Coimbatore,1,49.7,1
ORD00450,DP033,19.3,0,Delhi,0,19.3,0
ORD00452,DP034,34.0,0,Vadodara,0,34.0,0
ORD00453,DP004,15.0,0,Delhi,0,15.0,0
ORD00455,DP008,33.1,0,Bhopal,0,33.1,0
ORD00456,DP049,21.7,0,Mumbai,0,21.7,0
ORD00458,DP046,26.1,0,Mumbai,0,26.1,0
ORD00459,DP049,23.7,0,Mumbai,0,23.7,0
ORD00460,DP026,19.8,0,Coimbatore,0,19.8,0
ORD00461,DP046,23.5,0,Bhopal,0,23.5,0
ORD00462,DP027,26.9,0,Coimbatore,0,26.9,0
ORD00463,DP014,17.4,0,Bhopal,0,17.4,0
ORD00464,DP028,24.0,0,Delhi,0,24.0,0
ORD00465,DP011,19.5,0,Bangalore,0,19.5,0
ORD00466,DP012,28.5,0,Bangalore,0,28.5,0
ORD00467,DP034,38.0,1,Surat,0,38.0,0
ORD00469,DP023,62.1,1,Coimbatore,1,49.7,1
ORD00470,DP044,29.1,0,Mumbai,0,29.1,0
ORD00471,DP001,21.7,0,Vadodara,0,21.7,0
ORD00472,DP022,41.9,1,Bhopal,1,41.9,0
ORD00473,DP043,28.7,0,Bhopal,0,28.7,0
ORD00474,DP048,38.7,1,Bhopal,0,38.7,0
ORD00475,DP021,20.9,0,Bhopal,0,20.9,0
ORD00476,DP040,20.2,0,Vadodara,0,20.2,0
ORD00477,DP009,29.9,0,Surat,0,29.9,0
ORD00478,DP049,11.0,0,Indore,0,11.0,0
ORD00479,DP010,17.5,0,Bhopal,0,17.5,0
ORD00480,DP016,34.3,0,Bangalore,0,34.3,0
ORD00481,DP049,25.9,0,Mumbai,0,25.9,0
ORD00482,DP040,28.6,0,Mumbai,0,28.6,0
ORD00485,DP009,16.4,0,Bhopal,0,16.4,0
ORD00486,DP030,34.2,0,Bhopal,1,34.2,0
ORD00488,DP014,13.0,0,Surat,0,13.0,0
ORD00489,DP022,39.7,1,Coimbatore,0,39.7,0
ORD00490,DP031,20.9,0,Surat,0,20.9,0
ORD00491,DP015,28.0,0,Bhopal,0,28.0,0
ORD00492,DP047,24.8,0,Mumbai,0,24.8,0
ORD00494,DP039,29.2,0,Bhopal,0,29.2,0
ORD00495,DP009,28.6,0,Bangalore,0,28.6,0
ORD00496,DP019,24.8,0,Indore,0,24.8,0
ORD00497,DP013,25.6,0,Mumbai,0,25.6,0
ORD00498,DP009,34.7,0,Coimbatore,0,34.7,0
ORD00499,DP042,38.5,1,Delhi,0,38.5,0
ORD00500,DP021,20.5,0,Vadodara,0,20.5,0
ORD00501,DP009,25.9,0,Coimbatore,0,25.9,0
ORD00502,DP015,13.1,0,Delhi,0,13.1,0
ORD00503,DP013,30.0,0,Bangalore,0,30.0,0
ORD00504,DP032,30.1,0,Vadodara,0,30.1,0
ORD00505,DP036,29.1,0,Mumbai,0,29.1,0
ORD00506,DP018,38.3,1,Bhopal,0,38.3,0
ORD00507,DP012,32.3,0,Indore,0,32.3,0
ORD00508,DP027,35.0,0,Delhi,0,35.0,0
ORD00509,DP050,13.3,0,Coimbatore,0,13.3,0
